Sub_District_PK,SubDistrict,District,State
Khoupum|Noney|Manipur,Khoupum,Noney,Manipur
Longmai|Noney|Manipur,Longmai,Noney,Manipur
Nungba|Noney|Manipur,Nungba,Noney,Manipur
Thanlon|Pherzawl|Manipur,Thanlon,Pherzawl,Manipur
Tipaimukh|Pherzawl|Manipur,Tipaimukh,Pherzawl,Manipur
Vangai Range|Pherzawl|Manipur,Vangai Range,Pherzawl,Manipur
Chilivai Phaibung|Senapati|Manipur,Chilivai Phaibung,Senapati,Manipur
Mao Maram|Senapati|Manipur,Mao Maram,Senapati,Manipur
Paomata|Senapati|Manipur,Paomata,Senapati,Manipur
Purul|Senapati|Manipur,Purul,Senapati,Manipur
Song Song|Senapati|Manipur,Song Song,Senapati,Manipur
Tadubi|Senapati|Manipur,Tadubi,Senapati,Manipur
Willong|Senapati|Manipur,Willong,Senapati,Manipur
Tamenglong|Tamenglong|Manipur,Tamenglong,Tamenglong,Manipur
Tamenglong North|Tamenglong|Manipur,Tamenglong North,Tamenglong,Manipur
Tamenglong West|Tamenglong|Manipur,Tamenglong West,Tamenglong,Manipur
Machi|Tengnoupal|Manipur,Machi,Tengnoupal,Manipur
Moreh|Tengnoupal|Manipur,Moreh,Tengnoupal,Manipur
Tengnoupal|Tengnoupal|Manipur,Tengnoupal,Tengnoupal,Manipur
Lilong|Thoubal|Manipur,Lilong,Thoubal,Manipur
Thoubal|Thoubal|Manipur,Thoubal,Thoubal,Manipur
Chingai|Ukhrul|Manipur,Chingai,Ukhrul,Manipur
Jessami|Ukhrul|Manipur,Jessami,Ukhrul,Manipur
Lungchong Meiphei|Ukhrul|Manipur,Lungchong Meiphei,Ukhrul,Manipur
Ukhrul|Ukhrul|Manipur,Ukhrul,Ukhrul,Manipur
Dambo Rongjeng|East Garo Hills|Meghalaya,Dambo Rongjeng,East Garo Hills,Meghalaya
Samanda|East Garo Hills|Meghalaya,Samanda,East Garo Hills,Meghalaya
Songsak|East Garo Hills|Meghalaya,Songsak,East Garo Hills,Meghalaya
Khliehriat|East Jaintia Hills|Meghalaya,Khliehriat,East Jaintia Hills,Meghalaya
Saipung|East Jaintia Hills|Meghalaya,Saipung,East Jaintia Hills,Meghalaya
Khatarshnong Laitkroh|East Khasi Hills|Meghalaya,Khatarshnong Laitkroh,East Khasi Hills,Meghalaya
Mawkynrew|East Khasi Hills|Meghalaya,Mawkynrew,East Khasi Hills,Meghalaya
Mawlai|East Khasi Hills|Meghalaya,Mawlai,East Khasi Hills,Meghalaya
Mawpat|East Khasi Hills|Meghalaya,Mawpat,East Khasi Hills,Meghalaya
Mawphlang|East Khasi Hills|Meghalaya,Mawphlang,East Khasi Hills,Meghalaya
Mawryngkneng|East Khasi Hills|Meghalaya,Mawryngkneng,East Khasi Hills,Meghalaya
Mawsynram|East Khasi Hills|Meghalaya,Mawsynram,East Khasi Hills,Meghalaya
Mylliem|East Khasi Hills|Meghalaya,Mylliem,East Khasi Hills,Meghalaya
Pynursla|East Khasi Hills|Meghalaya,Pynursla,East Khasi Hills,Meghalaya
Shella Bholaganj|East Khasi Hills|Meghalaya,Shella Bholaganj,East Khasi Hills,Meghalaya
Sohiong|East Khasi Hills|Meghalaya,Sohiong,East Khasi Hills,Meghalaya
Mairang|Eastern West Khasi Hills|Meghalaya,Mairang,Eastern West Khasi Hills,Meghalaya
Mawthadraishan|Eastern West Khasi Hills|Meghalaya,Mawthadraishan,Eastern West Khasi Hills,Meghalaya
Bajengdoba|North Garo Hills|Meghalaya,Bajengdoba,North Garo Hills,Meghalaya
Kharkutta|North Garo Hills|Meghalaya,Kharkutta,North Garo Hills,Meghalaya
Resubelpara|North Garo Hills|Meghalaya,Resubelpara,North Garo Hills,Meghalaya
Bhoirymbong|Ri Bhoi|Meghalaya,Bhoirymbong,Ri Bhoi,Meghalaya
Jirang|Ri Bhoi|Meghalaya,Jirang,Ri Bhoi,Meghalaya
Umling|Ri Bhoi|Meghalaya,Umling,Ri Bhoi,Meghalaya
Umsning|Ri Bhoi|Meghalaya,Umsning,Ri Bhoi,Meghalaya
Baghmara|South Garo Hills|Meghalaya,Baghmara,South Garo Hills,Meghalaya
Chokpot|South Garo Hills|Meghalaya,Chokpot,South Garo Hills,Meghalaya
Gasuapara|South Garo Hills|Meghalaya,Gasuapara,South Garo Hills,Meghalaya
Rongara|South Garo Hills|Meghalaya,Rongara,South Garo Hills,Meghalaya
Betasing|South West Garo Hills|Meghalaya,Betasing,South West Garo Hills,Meghalaya
Rerapara|South West Garo Hills|Meghalaya,Rerapara,South West Garo Hills,Meghalaya
Zikzak|South West Garo Hills|Meghalaya,Zikzak,South West Garo Hills,Meghalaya
Mawkyrwat|South West Khasi Hills|Meghalaya,Mawkyrwat,South West Khasi Hills,Meghalaya
Ranikor|South West Khasi Hills|Meghalaya,Ranikor,South West Khasi Hills,Meghalaya
Dadenggiri|West Garo Hills|Meghalaya,Dadenggiri,West Garo Hills,Meghalaya
Dalu|West Garo Hills|Meghalaya,Dalu,West Garo Hills,Meghalaya
Demdema|West Garo Hills|Meghalaya,Demdema,West Garo Hills,Meghalaya
Gambegre|West Garo Hills|Meghalaya,Gambegre,West Garo Hills,Meghalaya
Rongram|West Garo Hills|Meghalaya,Rongram,West Garo Hills,Meghalaya
Selsella|West Garo Hills|Meghalaya,Selsella,West Garo Hills,Meghalaya
Tikrikilla|West Garo Hills|Meghalaya,Tikrikilla,West Garo Hills,Meghalaya
Amlarem|West Jaintia Hills|Meghalaya,Amlarem,West Jaintia Hills,Meghalaya
Laskein|West Jaintia Hills|Meghalaya,Laskein,West Jaintia Hills,Meghalaya
Thadlaskein|West Jaintia Hills|Meghalaya,Thadlaskein,West Jaintia Hills,Meghalaya
Mawshynrut|West Khasi Hills|Meghalaya,Mawshynrut,West Khasi Hills,Meghalaya
Nongstoin|West Khasi Hills|Meghalaya,Nongstoin,West Khasi Hills,Meghalaya
Aibawk|Aizawl|Mizoram,Aibawk,Aizawl,Mizoram
Darlawn|Aizawl|Mizoram,Darlawn,Aizawl,Mizoram
Thingsulthliah Part|Aizawl|Mizoram,Thingsulthliah Part,Aizawl,Mizoram
Tlangnuam Part|Aizawl|Mizoram,Tlangnuam Part,Aizawl,Mizoram
Champhai|Champhai|Mizoram,Champhai,Champhai,Mizoram
Khawbung|Champhai|Mizoram,Khawbung,Champhai,Mizoram
Hnahthial|Hnahthial|Mizoram,Hnahthial,Hnahthial,Mizoram
Khawzawl|Khawzawl|Mizoram,Khawzawl,Khawzawl,Mizoram
Bilkhawthlir|Kolasib|Mizoram,Bilkhawthlir,Kolasib,Mizoram
N Thingdawl|Kolasib|Mizoram,N Thingdawl,Kolasib,Mizoram
Chawngte|Lawngtlai|Mizoram,Chawngte,Lawngtlai,Mizoram
Lawngtlai|Lawngtlai|Mizoram,Lawngtlai,Lawngtlai,Mizoram
S Bungtlang|Lawngtlai|Mizoram,S Bungtlang,Lawngtlai,Mizoram
Sangau|Lawngtlai|Mizoram,Sangau,Lawngtlai,Mizoram
Lunglei|Lunglei|Mizoram,Lunglei,Lunglei,Mizoram
Lungsen|Lunglei|Mizoram,Lungsen,Lunglei,Mizoram
West Bunghmun|Lunglei|Mizoram,West Bunghmun,Lunglei,Mizoram
Reiek|Mamit|Mizoram,Reiek,Mamit,Mizoram
West Phaileng|Mamit|Mizoram,West Phaileng,Mamit,Mizoram
Zawlnuam|Mamit|Mizoram,Zawlnuam,Mamit,Mizoram
Ngopa|Saitual|Mizoram,Ngopa,Saitual,Mizoram
Phullen|Saitual|Mizoram,Phullen,Saitual,Mizoram
East Lungdar Part|Serchhip|Mizoram,East Lungdar Part,Serchhip,Mizoram
Serchhip|Serchhip|Mizoram,Serchhip,Serchhip,Mizoram
Saiha|Siaha|Mizoram,Saiha,Siaha,Mizoram
Tuipang|Siaha|Mizoram,Tuipang,Siaha,Mizoram
Chumukedima|Chumoukedima|Nagaland,Chumukedima,Chumoukedima,Nagaland
Dhansiripar|Chumoukedima|Nagaland,Dhansiripar,Chumoukedima,Nagaland
Medziphema|Chumoukedima|Nagaland,Medziphema,Chumoukedima,Nagaland
Aquqhnaqua|Dimapur|Nagaland,Aquqhnaqua,Dimapur,Nagaland
Dimapur Sadar|Dimapur|Nagaland,Dimapur Sadar,Dimapur,Nagaland
Kuhoboto|Dimapur|Nagaland,Kuhoboto,Dimapur,Nagaland
Nihokhu|Dimapur|Nagaland,Nihokhu,Dimapur,Nagaland
Amahator|Kiphire|Nagaland,Amahator,Kiphire,Nagaland
Khongsa|Kiphire|Nagaland,Khongsa,Kiphire,Nagaland
Kiphire Sadar|Kiphire|Nagaland,Kiphire Sadar,Kiphire,Nagaland
Kiusam|Kiphire|Nagaland,Kiusam,Kiphire,Nagaland
Longmatra|Kiphire|Nagaland,Longmatra,Kiphire,Nagaland
Pungro|Kiphire|Nagaland,Pungro,Kiphire,Nagaland
Seyochung|Kiphire|Nagaland,Seyochung,Kiphire,Nagaland
Sitimi|Kiphire|Nagaland,Sitimi,Kiphire,Nagaland
Botsa|Kohima|Nagaland,Botsa,Kohima,Nagaland
Chiephobozou|Kohima|Nagaland,Chiephobozou,Kohima,Nagaland
Chunlikha|Kohima|Nagaland,Chunlikha,Kohima,Nagaland
Jakhama|Kohima|Nagaland,Jakhama,Kohima,Nagaland
Kezocha|Kohima|Nagaland,Kezocha,Kohima,Nagaland
Kohima Sadar|Kohima|Nagaland,Kohima Sadar,Kohima,Nagaland
Sechu Zubza|Kohima|Nagaland,Sechu Zubza,Kohima,Nagaland
Tsogin|Kohima|Nagaland,Tsogin,Kohima,Nagaland
Longleng|Longleng|Nagaland,Longleng,Longleng,Nagaland
Namsang|Longleng|Nagaland,Namsang,Longleng,Nagaland
Sakshi|Longleng|Nagaland,Sakshi,Longleng,Nagaland
Tamlu|Longleng|Nagaland,Tamlu,Longleng,Nagaland
Yongnyah|Longleng|Nagaland,Yongnyah,Longleng,Nagaland
Alongkima|Mokokchung|Nagaland,Alongkima,Mokokchung,Nagaland
Changtongya|Mokokchung|Nagaland,Changtongya,Mokokchung,Nagaland
Chuchuyimlang|Mokokchung|Nagaland,Chuchuyimlang,Mokokchung,Nagaland
Kubolong|Mokokchung|Nagaland,Kubolong,Mokokchung,Nagaland
Longchem|Mokokchung|Nagaland,Longchem,Mokokchung,Nagaland
Mangkolemba|Mokokchung|Nagaland,Mangkolemba,Mokokchung,Nagaland
Merangmen|Mokokchung|Nagaland,Merangmen,Mokokchung,Nagaland
Ongpangkong|Mokokchung|Nagaland,Ongpangkong,Mokokchung,Nagaland
Ongpangkong N|Mokokchung|Nagaland,Ongpangkong N,Mokokchung,Nagaland
Tsurangkong|Mokokchung|Nagaland,Tsurangkong,Mokokchung,Nagaland
Tuli|Mokokchung|Nagaland,Tuli,Mokokchung,Nagaland
Aboi|Mon|Nagaland,Aboi,Mon,Nagaland
Angjangyang|Mon|Nagaland,Angjangyang,Mon,Nagaland
Chen|Mon|Nagaland,Chen,Mon,Nagaland
Hunta|Mon|Nagaland,Hunta,Mon,Nagaland
Longshen|Mon|Nagaland,Longshen,Mon,Nagaland
Mon Sadar|Mon|Nagaland,Mon Sadar,Mon,Nagaland
Monyakshu|Mon|Nagaland,Monyakshu,Mon,Nagaland
Mopong|Mon|Nagaland,Mopong,Mon,Nagaland
Naginimora|Mon|Nagaland,Naginimora,Mon,Nagaland
Phomching|Mon|Nagaland,Phomching,Mon,Nagaland
Shangnyu|Mon|Nagaland,Shangnyu,Mon,Nagaland
Tizit|Mon|Nagaland,Tizit,Mon,Nagaland
Tobu|Mon|Nagaland,Tobu,Mon,Nagaland
Wakching|Mon|Nagaland,Wakching,Mon,Nagaland
Niuland|Niuland|Nagaland,Niuland,Niuland,Nagaland
Nokhu|Noklak|Nagaland,Nokhu,Noklak,Nagaland
Noklak|Noklak|Nagaland,Noklak,Noklak,Nagaland
Panso|Noklak|Nagaland,Panso,Noklak,Nagaland
Thonoknyu|Noklak|Nagaland,Thonoknyu,Noklak,Nagaland
Athibung|Peren|Nagaland,Athibung,Peren,Nagaland
Jalukie|Peren|Nagaland,Jalukie,Peren,Nagaland
Kebai Khelma|Peren|Nagaland,Kebai Khelma,Peren,Nagaland
Nsong|Peren|Nagaland,Nsong,Peren,Nagaland
Pedi Ngwalwa|Peren|Nagaland,Pedi Ngwalwa,Peren,Nagaland
Peren|Peren|Nagaland,Peren,Peren,Nagaland
Tening|Peren|Nagaland,Tening,Peren,Nagaland
Chetheba|Phek|Nagaland,Chetheba,Phek,Nagaland
Chizami|Phek|Nagaland,Chizami,Phek,Nagaland
Chozuba|Phek|Nagaland,Chozuba,Phek,Nagaland
Khezhakeno|Phek|Nagaland,Khezhakeno,Phek,Nagaland
Khuza|Phek|Nagaland,Khuza,Phek,Nagaland
Kikruma|Phek|Nagaland,Kikruma,Phek,Nagaland
Meluri|Phek|Nagaland,Meluri,Phek,Nagaland
Pfutsero|Phek|Nagaland,Pfutsero,Phek,Nagaland
Phek Sadar|Phek|Nagaland,Phek Sadar,Phek,Nagaland
Phokhungri|Phek|Nagaland,Phokhungri,Phek,Nagaland
Phor|Phek|Nagaland,Phor,Phek,Nagaland
Razieba|Phek|Nagaland,Razieba,Phek,Nagaland
Sakraba|Phek|Nagaland,Sakraba,Phek,Nagaland
Sekruzu|Phek|Nagaland,Sekruzu,Phek,Nagaland
Wezhiho|Phek|Nagaland,Wezhiho,Phek,Nagaland
Zuketsa|Phek|Nagaland,Zuketsa,Phek,Nagaland
Chessore|Shamator|Nagaland,Chessore,Shamator,Nagaland
Mangko|Shamator|Nagaland,Mangko,Shamator,Nagaland
Shamator|Shamator|Nagaland,Shamator,Shamator,Nagaland
Sotokur|Shamator|Nagaland,Sotokur,Shamator,Nagaland
Tsurungto|Shamator|Nagaland,Tsurungto,Shamator,Nagaland
Tseminyu|Tseminyu|Nagaland,Tseminyu,Tseminyu,Nagaland
Chare|Tuensang|Nagaland,Chare,Tuensang,Nagaland
Chingmei|Tuensang|Nagaland,Chingmei,Tuensang,Nagaland
Longkhim|Tuensang|Nagaland,Longkhim,Tuensang,Nagaland
Ngoungchung|Tuensang|Nagaland,Ngoungchung,Tuensang,Nagaland
Noksen|Tuensang|Nagaland,Noksen,Tuensang,Nagaland
Sangsangnyu|Tuensang|Nagaland,Sangsangnyu,Tuensang,Nagaland
Tuensang Sadar|Tuensang|Nagaland,Tuensang Sadar,Tuensang,Nagaland
Aitepyong|Wokha|Nagaland,Aitepyong,Wokha,Nagaland
Baghty|Wokha|Nagaland,Baghty,Wokha,Nagaland
Bhandari|Wokha|Nagaland,Bhandari,Wokha,Nagaland
Changpang|Wokha|Nagaland,Changpang,Wokha,Nagaland
Chukitong|Wokha|Nagaland,Chukitong,Wokha,Nagaland
Englan|Wokha|Nagaland,Englan,Wokha,Nagaland
Lotsu|Wokha|Nagaland,Lotsu,Wokha,Nagaland
Ralan|Wokha|Nagaland,Ralan,Wokha,Nagaland
Sanis|Wokha|Nagaland,Sanis,Wokha,Nagaland
Sungro|Wokha|Nagaland,Sungro,Wokha,Nagaland
Wokha Sadar|Wokha|Nagaland,Wokha Sadar,Wokha,Nagaland
Wozhuro|Wokha|Nagaland,Wozhuro,Wokha,Nagaland
Aghunato|Zunheboto|Nagaland,Aghunato,Zunheboto,Nagaland
Akuhaito|Zunheboto|Nagaland,Akuhaito,Zunheboto,Nagaland
Akuluto|Zunheboto|Nagaland,Akuluto,Zunheboto,Nagaland
Asuto|Zunheboto|Nagaland,Asuto,Zunheboto,Nagaland
Atoizu|Zunheboto|Nagaland,Atoizu,Zunheboto,Nagaland
Ghathashi|Zunheboto|Nagaland,Ghathashi,Zunheboto,Nagaland
Pughoboto|Zunheboto|Nagaland,Pughoboto,Zunheboto,Nagaland
Saptiqa|Zunheboto|Nagaland,Saptiqa,Zunheboto,Nagaland
Satakha|Zunheboto|Nagaland,Satakha,Zunheboto,Nagaland
Satoi|Zunheboto|Nagaland,Satoi,Zunheboto,Nagaland
Suruhuto|Zunheboto|Nagaland,Suruhuto,Zunheboto,Nagaland
Tokiye|Zunheboto|Nagaland,Tokiye,Zunheboto,Nagaland
VK|Zunheboto|Nagaland,VK,Zunheboto,Nagaland
Zunheboto Sadar|Zunheboto|Nagaland,Zunheboto Sadar,Zunheboto,Nagaland
Anugul|Angul|Odisha,Anugul,Angul,Odisha
Athmallik|Angul|Odisha,Athmallik,Angul,Odisha
Banarpal|Angul|Odisha,Banarpal,Angul,Odisha
Bantala|Angul|Odisha,Bantala,Angul,Odisha
Bikrampur|Angul|Odisha,Bikrampur,Angul,Odisha
Chhendipada|Angul|Odisha,Chhendipada,Angul,Odisha
Colliery|Angul|Odisha,Colliery,Angul,Odisha
Handapa|Angul|Odisha,Handapa,Angul,Odisha
Industrial|Angul|Odisha,Industrial,Angul,Odisha
Jarapada|Angul|Odisha,Jarapada,Angul,Odisha
Kaniha|Angul|Odisha,Kaniha,Angul,Odisha
Khamar|Angul|Odisha,Khamar,Angul,Odisha
Kiakata|Angul|Odisha,Kiakata,Angul,Odisha
Kishorenagar|Angul|Odisha,Kishorenagar,Angul,Odisha
Nalco|Angul|Odisha,Nalco,Angul,Odisha
NTPC|Angul|Odisha,NTPC,Angul,Odisha
Palalahada|Angul|Odisha,Palalahada,Angul,Odisha
Purunakot|Angul|Odisha,Purunakot,Angul,Odisha
Rengali Damsite|Angul|Odisha,Rengali Damsite,Angul,Odisha
Samal Barrage|Angul|Odisha,Samal Barrage,Angul,Odisha
Talcher Sadar|Angul|Odisha,Talcher Sadar,Angul,Odisha
Thakurgarh|Angul|Odisha,Thakurgarh,Angul,Odisha
Balangir|Balangir|Odisha,Balangir,Balangir,Odisha
Bangomunda|Balangir|Odisha,Bangomunda,Balangir,Odisha
Belpara|Balangir|Odisha,Belpara,Balangir,Odisha
Kantabanji|Balangir|Odisha,Kantabanji,Balangir,Odisha
Khaprakhol|Balangir|Odisha,Khaprakhol,Balangir,Odisha
Loisinga|Balangir|Odisha,Loisinga,Balangir,Odisha
Patnagarh|Balangir|Odisha,Patnagarh,Balangir,Odisha
Saintala|Balangir|Odisha,Saintala,Balangir,Odisha
Sindhekela|Balangir|Odisha,Sindhekela,Balangir,Odisha
Titlagarh|Balangir|Odisha,Titlagarh,Balangir,Odisha
Turekela|Balangir|Odisha,Turekela,Balangir,Odisha
Tushura|Balangir|Odisha,Tushura,Balangir,Odisha
Balaramgadi Marine|Baleswar|Odisha,Balaramgadi Marine,Baleswar,Odisha
Baleshwar M|Baleswar|Odisha,Baleshwar M,Baleswar,Odisha
Baleshwar Sadar|Baleswar|Odisha,Baleshwar Sadar,Baleswar,Odisha
Baliapal|Baleswar|Odisha,Baliapal,Baleswar,Odisha
Bampada|Baleswar|Odisha,Bampada,Baleswar,Odisha
Basta|Baleswar|Odisha,Basta,Baleswar,Odisha
Berhampur|Baleswar|Odisha,Berhampur,Baleswar,Odisha
Bhograi|Baleswar|Odisha,Bhograi,Baleswar,Odisha
Chandipur|Baleswar|Odisha,Chandipur,Baleswar,Odisha
Jaleswar|Baleswar|Odisha,Jaleswar,Baleswar,Odisha
Kamarda|Baleswar|Odisha,Kamarda,Baleswar,Odisha
Khaira|Baleswar|Odisha,Khaira,Baleswar,Odisha
Nilagiri|Baleswar|Odisha,Nilagiri,Baleswar,Odisha
Oupada|Baleswar|Odisha,Oupada,Baleswar,Odisha
Raibania|Baleswar|Odisha,Raibania,Baleswar,Odisha
Remuna|Baleswar|Odisha,Remuna,Baleswar,Odisha
Rupsa|Baleswar|Odisha,Rupsa,Baleswar,Odisha
Sahadevkhunta|Baleswar|Odisha,Sahadevkhunta,Baleswar,Odisha
Similia|Baleswar|Odisha,Similia,Baleswar,Odisha
Singla|Baleswar|Odisha,Singla,Baleswar,Odisha
Soro|Baleswar|Odisha,Soro,Baleswar,Odisha
Ambabhona|Bargarh|Odisha,Ambabhona,Bargarh,Odisha
Attabira|Bargarh|Odisha,Attabira,Bargarh,Odisha
Barapali|Bargarh|Odisha,Barapali,Bargarh,Odisha
Bargarh|Bargarh|Odisha,Bargarh,Bargarh,Odisha
Bargarh Sadar|Bargarh|Odisha,Bargarh Sadar,Bargarh,Odisha
Bhatli|Bargarh|Odisha,Bhatli,Bargarh,Odisha
Bheden|Bargarh|Odisha,Bheden,Bargarh,Odisha
Bijepur|Bargarh|Odisha,Bijepur,Bargarh,Odisha
Burden PS|Bargarh|Odisha,Burden PS,Bargarh,Odisha
Gaisilet|Bargarh|Odisha,Gaisilet,Bargarh,Odisha
Jharbandha|Bargarh|Odisha,Jharbandha,Bargarh,Odisha
Melchhamunda|Bargarh|Odisha,Melchhamunda,Bargarh,Odisha
Padmapur|Bargarh|Odisha,Padmapur,Bargarh,Odisha
Paikamal|Bargarh|Odisha,Paikamal,Bargarh,Odisha
Sohela|Bargarh|Odisha,Sohela,Bargarh,Odisha
Agarpada|Bhadrak|Odisha,Agarpada,Bhadrak,Odisha
Bansada|Bhadrak|Odisha,Bansada,Bhadrak,Odisha
Bant|Bhadrak|Odisha,Bant,Bhadrak,Odisha
Basudebpur|Bhadrak|Odisha,Basudebpur,Bhadrak,Odisha
Bhadrak Rural|Bhadrak|Odisha,Bhadrak Rural,Bhadrak,Odisha
Bhandari Pokhari|Bhadrak|Odisha,Bhandari Pokhari,Bhadrak,Odisha
Chandabali|Bhadrak|Odisha,Chandabali,Bhadrak,Odisha
Dhamanagar|Bhadrak|Odisha,Dhamanagar,Bhadrak,Odisha
Dhamara Marine|Bhadrak|Odisha,Dhamara Marine,Bhadrak,Odisha
Dhusuri|Bhadrak|Odisha,Dhusuri,Bhadrak,Odisha
Naikanidihi|Bhadrak|Odisha,Naikanidihi,Bhadrak,Odisha
Tihidi|Bhadrak|Odisha,Tihidi,Bhadrak,Odisha
Baudh Sadar|Boudh|Odisha,Baudh Sadar,Boudh,Odisha
Baunsuni|Boudh|Odisha,Baunsuni,Boudh,Odisha
Harbhanga|Boudh|Odisha,Harbhanga,Boudh,Odisha
Kantamal|Boudh|Odisha,Kantamal,Boudh,Odisha
Manamunda|Boudh|Odisha,Manamunda,Boudh,Odisha
Puruna Katak|Boudh|Odisha,Puruna Katak,Boudh,Odisha
Athagad|Cuttack|Odisha,Athagad,Cuttack,Odisha
Badamba|Cuttack|Odisha,Badamba,Cuttack,Odisha
Baidyeswar|Cuttack|Odisha,Baidyeswar,Cuttack,Odisha
Banki|Cuttack|Odisha,Banki,Cuttack,Odisha
Barang|Cuttack|Odisha,Barang,Cuttack,Odisha
Choudwar|Cuttack|Odisha,Choudwar,Cuttack,Odisha
CRRI|Cuttack|Odisha,CRRI,Cuttack,Odisha
Cuttack M Corp PS|Cuttack|Odisha,Cuttack M Corp PS,Cuttack,Odisha
Cuttack Sadar|Cuttack|Odisha,Cuttack Sadar,Cuttack,Odisha
Gobindpur|Cuttack|Odisha,Gobindpur,Cuttack,Odisha
Gurudijhatia|Cuttack|Odisha,Gurudijhatia,Cuttack,Odisha
Jagatpur|Cuttack|Odisha,Jagatpur,Cuttack,Odisha
Kandarpur|Cuttack|Odisha,Kandarpur,Cuttack,Odisha
Kanpur|Cuttack|Odisha,Kanpur,Cuttack,Odisha
Khuntuni|Cuttack|Odisha,Khuntuni,Cuttack,Odisha
Kishannagar|Cuttack|Odisha,Kishannagar,Cuttack,Odisha
Mahanga|Cuttack|Odisha,Mahanga,Cuttack,Odisha
Narasinghpur|Cuttack|Odisha,Narasinghpur,Cuttack,Odisha
Nemalo|Cuttack|Odisha,Nemalo,Cuttack,Odisha
Niali|Cuttack|Odisha,Niali,Cuttack,Odisha
Nischintakoili|Cuttack|Odisha,Nischintakoili,Cuttack,Odisha
Olatapur|Cuttack|Odisha,Olatapur,Cuttack,Odisha
Salepur|Cuttack|Odisha,Salepur,Cuttack,Odisha
Tangi|Cuttack|Odisha,Tangi,Cuttack,Odisha
Tigiria|Cuttack|Odisha,Tigiria,Cuttack,Odisha
Barkot|Deogarh|Odisha,Barkot,Deogarh,Odisha
Debagarh|Deogarh|Odisha,Debagarh,Deogarh,Odisha
Kundheigola|Deogarh|Odisha,Kundheigola,Deogarh,Odisha
Reamal|Deogarh|Odisha,Reamal,Deogarh,Odisha
Balimi|Dhenkanal|Odisha,Balimi,Dhenkanal,Odisha
Bhuban|Dhenkanal|Odisha,Bhuban,Dhenkanal,Odisha
Bhusan Steel Limited|Dhenkanal|Odisha,Bhusan Steel Limited,Dhenkanal,Odisha
Dhenkanal Sadar|Dhenkanal|Odisha,Dhenkanal Sadar,Dhenkanal,Odisha
Gandia|Dhenkanal|Odisha,Gandia,Dhenkanal,Odisha
Hindol|Dhenkanal|Odisha,Hindol,Dhenkanal,Odisha
Kamakshyanagar|Dhenkanal|Odisha,Kamakshyanagar,Dhenkanal,Odisha
Kankadahad|Dhenkanal|Odisha,Kankadahad,Dhenkanal,Odisha
Motunga|Dhenkanal|Odisha,Motunga,Dhenkanal,Odisha
Nihalprasad|Dhenkanal|Odisha,Nihalprasad,Dhenkanal,Odisha
Parajang|Dhenkanal|Odisha,Parajang,Dhenkanal,Odisha
Rasol|Dhenkanal|Odisha,Rasol,Dhenkanal,Odisha
Tumusingha|Dhenkanal|Odisha,Tumusingha,Dhenkanal,Odisha
Adava|Gajapati|Odisha,Adava,Gajapati,Odisha
Garabandha|Gajapati|Odisha,Garabandha,Gajapati,Odisha
Gurandi|Gajapati|Odisha,Gurandi,Gajapati,Odisha
Kashinagara|Gajapati|Odisha,Kashinagara,Gajapati,Odisha
Mohana|Gajapati|Odisha,Mohana,Gajapati,Odisha
Paralakhemundi|Gajapati|Odisha,Paralakhemundi,Gajapati,Odisha
R Udaygiri|Gajapati|Odisha,R Udaygiri,Gajapati,Odisha
Ramagiri|Gajapati|Odisha,Ramagiri,Gajapati,Odisha
Rayagada|Gajapati|Odisha,Rayagada,Gajapati,Odisha
Serango|Gajapati|Odisha,Serango,Gajapati,Odisha
Arjyapalli Marine|Ganjam|Odisha,Arjyapalli Marine,Ganjam,Odisha
Asika|Ganjam|Odisha,Asika,Ganjam,Odisha
Badagada|Ganjam|Odisha,Badagada,Ganjam,Odisha
Bhanjanagar|Ganjam|Odisha,Bhanjanagar,Ganjam,Odisha
Brahmapur M Corp|Ganjam|Odisha,Brahmapur M Corp,Ganjam,Odisha
Brahmapur Sadar|Ganjam|Odisha,Brahmapur Sadar,Ganjam,Odisha
Buguda|Ganjam|Odisha,Buguda,Ganjam,Odisha
Chamakhandi|Ganjam|Odisha,Chamakhandi,Ganjam,Odisha
Chhatrapur|Ganjam|Odisha,Chhatrapur,Ganjam,Odisha
Dharakote|Ganjam|Odisha,Dharakote,Ganjam,Odisha
Digapahandi|Ganjam|Odisha,Digapahandi,Ganjam,Odisha
Gangapur|Ganjam|Odisha,Gangapur,Ganjam,Odisha
Ganjam|Ganjam|Odisha,Ganjam,Ganjam,Odisha
Golanthara|Ganjam|Odisha,Golanthara,Ganjam,Odisha
Gopalpur|Ganjam|Odisha,Gopalpur,Ganjam,Odisha
Hinjili|Ganjam|Odisha,Hinjili,Ganjam,Odisha
Jagannath Prasad|Ganjam|Odisha,Jagannath Prasad,Ganjam,Odisha
Jarada|Ganjam|Odisha,Jarada,Ganjam,Odisha
Kabisuryanagar|Ganjam|Odisha,Kabisuryanagar,Ganjam,Odisha
Khalikote|Ganjam|Odisha,Khalikote,Ganjam,Odisha
Kodala|Ganjam|Odisha,Kodala,Ganjam,Odisha
Nuagaon|Ganjam|Odisha,Nuagaon,Ganjam,Odisha
Patapur|Ganjam|Odisha,Patapur,Ganjam,Odisha
Polasara|Ganjam|Odisha,Polasara,Ganjam,Odisha
Purusottampur|Ganjam|Odisha,Purusottampur,Ganjam,Odisha
Rambha|Ganjam|Odisha,Rambha,Ganjam,Odisha
